SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,BriMax,AegTri,BroHor,BroDia,MadGra,VicSat,LatSph,DaucPusil,GerDis,EupSpa,AveBar,GalPar,Torilis,TriCil,Sidalcea,TriMicroceph,ClaPur,Lomatium,MicCal,DicCap,CenMil,BroSter,HypGla,AirCar,CarPac,,,,,,
HREC,4,1,15,7,2,4,1,3,3,,,,2,0,4,8,,,,,2,,,,,,,,1,,,,,,,
HREC,4,1,16,8,2,3,,2,2,,,,1,0,2,25,,,,,,,,1,,,,,,3,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,AirCar,AegTri,BroHor,MicCal,DaucPusil,MadGra,ClaPur,LotPur,Bare,TriAlbo,TriMicroceph,Torilis,Sidalcea,BriMax,LotMic,GalPar,DicCap,NasPul,LinPar,NavPub,SisBel,TaeCap,,,,,,,,
HREC,4,1,1,1,3,2,,,3,1,2,2,2,2,,3,1,2,1,2,,,,,,,,,,,,,,,,
HREC,4,1,2,2,3,2,1,,4,2,2,2,3,3,,,1,1,1,,1,1,,,,,,,,,,,,,,
HREC,4,1,3,3,3,2,,,4,2,1,4,3,2,35,,,1,,,,,1,2,,,,,,,,,,,,
HREC,4,1,4,4,3,2,,,4,2,1,4,2,2,,,,1,1,,,,,,,,,,,,,,,,,
HREC,4,1,5,5,3,2,1,,3,3,,3,2,1,,,,,1,,,,,2,1,,,,,,,,,,,
HREC,4,1,6,6,3,2,,,3,4,,2,2,2,,2,1,,,,,,,3,1,1,,,,,,,,,,
HREC,4,1,7,7,3,2,,,2,2,,2,2,2,85,,,1,,,,1,,,,,,,,,,,,,,
HREC,4,1,8,8,3,4,,,2,3,,3,3,2,20,,,,,,,,1,,,,,,,,,,,,,
HREC,4,1,9,1,4,2,,,2,2,2,5,2,,8,,,,,,,,,3,,,,,,,,,,,,
HREC,4,1,10,2,4,3,,,4,0,,4,3,,30,2,,1,1,,,1,,,,,,,,,,,,,,
HREC,4,1,11,3,4,2,,,3,1,2,2,3,,60,2,,,2,,,1,,,,,,,,,,,,,,
HREC,4,1,12,4,4,2,,,2,1,,5,2,,20,,,,,,,,,,,,,,,,,,,,,
HREC,4,1,13,5,4,2,,,3,1,,4,2,3,,1,,,1,,,,,2,,,2,,,,,,,,,
HREC,4,1,14,6,4,2,,,3,2,,4,3,2,10,,,1,2,,,,,3,,,,,,,,,,,,
HREC,4,1,15,7,4,2,,,2,2,,3,4,2,20,,,,,,1,,,,,,,,,,,,,,,
HREC,4,1,16,8,4,2,,,3,2,1,3,3,2,,1,,,,,,,,,,,,2,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,AirCar,AegTri,BroHor,MicCal,DaucPusil,MadGra,ClaPur,LotPur,Bare,Sidalcea,TaeCap,NasPul,TriAlbo,BriMax,TriMicroceph,Torilis,SisBel,RanCal,BroDia,,,,,,,,,,,
HREC,4,1,1,1,5,3,,,2,2,2,5,1,2,,1,,,,,,,,,,,,,,,,,,,,
HREC,4,1,2,2,5,1,,,2,2,1,3,2,2,40,,,,,,,,,,,,,,,,,,,,,
HREC,4,1,3,3,5,3,,,3,,,5,2,,,,1,,,,,,,,,,,,,,,,,,,
HREC,4,1,4,4,5,3,,,2,,,4,1,1,5,,,2,,,,,,,,,,,,,,,,,,
HREC,4,1,5,5,5,2,,,2,,,5,1,,,,2,4,1,1,,,,,,,,,,,,,,,,
HREC,4,1,6,6,5,1,,,1,,,3,1,,20,,,5,,,,,,,,,,,,,,,,,,
HREC,4,1,7,7,5,3,,1,2,,,4,,,,,2,4,,,1,,,,,,,,,,,,,,,
HREC,4,1,8,8,5,4,,,3,,,4,1,,,,2,,,,,,,,,,,,,,,,,,,
HREC,4,1,9,1,6,2,,,3,,4,4,2,,,,,,2,,2,1,,,,,,,,,,,,,,
HREC,4,1,10,2,6,2,,,3,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,
HREC,4,1,11,3,6,2,,,3,,,4,2,,25,,1,3,,,,1,,,,,,,,,,,,,,
HREC,4,1,12,4,6,2,,,3,,,4,2,,15,,,,,,,,,,,,,,,,,,,,,
HREC,4,1,13,5,6,3,,,2,,,3,2,,,,3,4,,3,,,,,,,,,,,,,,,,
HREC,4,1,14,6,6,3,,,2,,,2,,,,,1,5,1,3,,,1,,,,,,,,,,,,,
HREC,4,1,15,7,6,4,,2,2,,,2,,,,,2,4,,2,,,,2,2,,,,,,,,,,,
HREC,4,1,16,8,6,4,,,2,,,2,,1,,1,3,3,,3,,,,,,,,,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,AirCar,AegTri,BroHor,MicCal,DaucPusil,MadGra,ClaPur,LotPur,Bare,NasPul,GalPar,TriMicroceph,NavPub,TriAlbo,DicCap,PoaSecunda,Torilis,TaeCap,BrIMax,SisBel,BroDia,Sidalcea,Rock,4-Way Grass,,,,,,
HREC,4,1,1,1,7,2,,,2,,3,3,2,,50,2,,,,,,,,,,,,,,,,,,,,
HREC,4,1,2,2,7,2,,,3,2,2,4,3,,15,1,,1,1,,,,,,,,,,,,,,,,,
HREC,4,1,3,3,7,1,,,3,2,1,4,3,,10,2,,1,,2,1,,,,,,,,,,,,,,,
HREC,4,1,4,4,7,4,,,2,,,3,2,,,,,,,,,4,,,,,,,,,,,,,,
HREC,4,1,5,5,7,4,,,2,,,2,2,,,,1,,,,,,,,2,,,,,,,,,,,
HREC,4,1,6,6,7,4,,,2,,,3,3,,,,,,,,,,2,2,2,,,,,,,,,,,
HREC,4,1,7,7,7,4,,,2,,,2,2,,,,,,,,,,2,2,3,,,,,,,,,,,
HREC,4,1,8,8,7,4,,,2,,,2,2,,,4,,,,,,,1,2,2,2,,,,,,,,,,
HREC,4,1,9,1,8,2,,,2,,3,4,2,,,,,,2,,,,,,2,,1,,,,,,,,,
HREC,4,1,10,2,8,1,,,2,2,2,3,2,,60,2,,,,2,,,,2,,,,,,,,,,,,
HREC,4,1,11,3,8,2,,,3,1,1,3,2,,50,,1,1,,1,,,,,,,,2,,,,,,,,
HREC,4,1,12,4,8,3,,,4,1,1,3,3,2,10,,,2,,1,1,,,1,,,,,,,,,,,,
HREC,4,1,13,5,8,4,,,4,,,3,2,,3,,,1,,,,,,2,3,2,,,3,,,,,,,
HREC,4,1,14,6,8,5,,,2,,,3,2,,,,,1,,,,,,3,2,2,,,,,,,,,,
HREC,4,1,15,7,8,3,,,4,,,2,1,,,,,,,,,,,4,3,,,,,,,,,,,
HREC,4,1,16,8,8,5,,,2,,,3,,,,,,,,,,,1,2,2,,1,,,1,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,AegTri,BroHor,BriMax,BroDia,AirCar,MicCal,DaucPusil,Torilis,TriMicroceph,NavPub,ClaPur,TaeCap,LotPur,MadGra,LotMic,GalPar,TriAlbo,CynEch,SisBel,NasPul,LotWra,TriMicrodon,Sidalcea,AchMil,DicCap,,,,,
HREC,4,2,1,1,1,2,4,2,2,,2,1,1,2,1,1,,1,,,,,,,,,,,,,,,,,,
HREC,4,2,2,2,1,4,3,3,2,,1,3,2,,1,,1,,2,1,2,1,1,1,,,,,,,,,,,,
HREC,4,2,3,3,1,4,,1,2,,2,2,1,,1,1,2,2,,2,1,,,,2,,,,,,,,,,,
HREC,4,2,4,4,1,4,,1,3,,1,3,,,2,,1,2,2,,1,,2,1,,,,,,,,,,,,
HREC,4,2,5,5,1,2,,0,5,,1,2,1,1,1,,2,2,2,,1,,,,,,,,,,,,,,,
HREC,4,2,6,6,1,2,,1,5,,1,3,1,1,1,,1,2,,,,,,1,2,2,,,,,,,,,,
HREC,4,2,7,7,1,2,,,5,,1,2,1,1,1,1,,3,,,1,,1,,,2,2,,,,,,,,,
HREC,4,2,8,8,1,2,,,5,,1,3,,,,1,,1,1,,,,2,,2,3,2,1,,,,,,,,
HREC,4,2,9,1,2,4,3,2,2,,2,3,,1,3,,,,2,3,1,,,,,,,,,,,,,,,
HREC,4,2,10,2,2,4,1,2,3,,2,4,1,1,2,,2,2,2,1,2,,,,,3,,,2,,,,,,,
HREC,4,2,11,3,2,4,,2,3,,1,3,,1,2,,2,,2,3,,,,,,,,,,1,1,,,,,
HREC,4,2,12,4,2,3,,1,4,,1,3,,1,1,,0,1,,3,,,,,,,2,,2,2,,,,,,
HREC,4,2,13,5,2,2,,1,5,,2,3,,1,,,1,3,,3,1,,,,,,2,,,,1,,,,,
HREC,4,2,14,6,2,2,,2,4,,1,3,,1,,,2,4,,,,,1,1,,,,,,,,,,,,
HREC,4,2,15,7,2,2,,1,4,,3,5,,1,,2,2,3,,,1,,,,2,2,2,,,,,,,,,
HREC,4,2,16,8,2,1,,,5,,2,2,,1,1,,,3,2,,,,3,1,,,2,,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,AegTri,BriMax,AirCar,BroHor,MicCal,DaucPusil,ClaPur,TaeCap,MadGra,LotPur,SisBel,Bare,Torilis,TriMicroceph,Sidalcea,LotWra,TriAlbo,LotMic,CynEch,AchMol,NavPub,NasPul,GalPar,TriMicrodon,,,,,,
HREC,4,2,1,1,3,3,,3,,4,,1,2,3,2,1,2,5,1,1,1,,,,,,,,,,,,,,,
HREC,4,2,2,2,3,3,,3,2,3,3,2,3,2,3,2,,,1,1,,2,1,,,,,,,,,,,,,
HREC,4,2,3,3,3,3,2,3,1,2,3,1,2,3,0,2,1,,,2,1,,,1,,,,,,,,,,,,
HREC,4,2,4,4,3,3,,3,,2,2,2,2,3,3,,,,1,,2,,,,1,1,,,,,,,,,,
HREC,4,2,5,5,3,4,,3,1,2,4,2,,2,,3,1,,,,,2,,1,1,,1,,,,,,,,,
HREC,4,2,6,6,3,3,,4,2,2,3,,,3,1,2,,,2,,2,,2,,,1,,,,,,,,,,
HREC,4,2,7,7,3,2,,4,,2,2,,2,2,,,1,,1,1,,,1,,,,,2,,,,,,,,
HREC,4,2,8,8,3,2,,4,,2,2,,1,3,,,,,1,,,,,,2,,1,3,,,,,,,,
HREC,4,2,9,1,4,2,,3,,2,2,,2,3,,,2,60,1,,,,,,,,,2,,,,,,,,
HREC,4,2,10,2,4,2,,5,,2,2,,,3,,1,,,,,,,1,,1,,,2,,,,,,,,
HREC,4,2,11,3,4,2,,4,,2,2,,,4,3,2,,,,,1,,,,,,,,,,,,,,,
HREC,4,2,12,4,4,2,,4,,2,2,2,,4,,1,,,1,,2,,,,,,,,,,,,,,,
HREC,4,2,13,5,4,2,,4,2,3,3,,,3,2,3,,,1,,,,,,1,,1,,1,1,,,,,,
HREC,4,2,14,6,4,2,,5,,2,2,,1,4,,2,,,,,,,,,,1,1,,,,,,,,,
HREC,4,2,15,7,4,2,,6,,1,0,,,2,,2,2,,,,,,,,,,,3,,1,,,,,,
HREC,4,2,16,8,4,2,,6,,,,,,2,,2,,,,,,,,,,,,4,,,,,,,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,AegTri,BriMax,AirCar,BroHor,MicCal,DaucPusil,ClaPur,GalPar,MadGra,LotPur,SisBel,TriMicroceph,LotMic,NasPul,TaeCap,Bare,CynEch,TriAlbo,TriMicrodon,RanCal,AchMol,LatSph,Torilis,ElyGla,DicCap,Sidalcea,BriMin,TrIBif,,
HREC,4,2,1,1,5,2,,5,,2,3,,,,1,2,3,1,1,,2,5,1,,,,,,,,,,,,,
HREC,4,2,2,2,5,2,,6,,1,1,,1,,,2,2,,,2,2,,1,2,,,,,,,,,,,,
HREC,4,2,3,3,5,1,,5,,2,1,,,,1,2,2,,,3,3,,,,1,,,,,,,,,,,
HREC,4,2,4,4,5,2,,5,,1,,,,,1,1,2,,,2,3,,,,,2,,,,,,,,,,
HREC,4,2,5,5,5,2,,5,,1,1,,,,,2,,,,,3,,1,1,2,2,1,,,,,,,,,
HREC,4,2,6,6,5,3,,5,,2,2,1,1,,,2,2,,,,3,,,,,,1,1,,,,,,,,
HREC,4,2,7,7,5,2,,5,1,1,,,,,,1,,,,4,3,,,,,,1,,2,2,,,,,,
HREC,4,2,8,8,5,2,,5,,,,,,,,,3,,,3,2,,,,,2,,1,2,,1,,,,,
HREC,4,2,9,1,6,1,,6,,1,,,,,2,2,3,,1,,2,,,,,,,,1,,,,,,,
HREC,4,2,10,2,6,2,,2,,4,3,1,1,,2,3,,2,1,,2,,1,,1,,2,,,,,2,,,,
HREC,4,2,11,3,6,2,,5,,1,1,,,,1,2,,,,3,3,,1,,1,,,,1,,,,,,,
HREC,4,2,12,4,6,2,,5,,2,,,,,2,,,2,,2,3,,,,,,,,1,,,,,,,
HREC,4,2,13,5,6,1,,5,,1,,,,,,2,,,1,3,3,,2,,,,,,,,,1,,,,
HREC,4,2,14,6,6,2,,4,1,3,3,1,,,,2,,,,,2,,1,,1,2,1,,2,,,2,1,,,
HREC,4,2,15,7,6,2,,5,1,2,2,,,,,1,1,1,,2,2,,1,,,2,,,2,2,,,,,,
HREC,4,2,16,8,6,1,,5,,3,,,1,1,,,,1,,2,1,,2,,1,,2,,2,2,,,,1,,
SiteName,BlockNo,PlotNo,Subplot No,Subplot X,Subplot Y,AveBar,AegTri,BriMax,AirCar,BroHor,MicCal,DaucPusil,ClaPur,TaeCap,MadGra,LotPur,SisBel,Sidalcea,Torilis,CynEch,DicCap,NasPul,TriMicrodon,AchMil,TriMicroceph,LuzCom,ElyGla,RanCal,LatSph,TriDub,GalPar,BroDia,NavPub,4-WayGrass,LinPar,BroCar
HREC,4,2,1,1,7,2,,4,,3,2,1,,2,2,2,1,2,1,1,,,,,,,,,,,,,,,,
HREC,4,2,2,2,7,2,,5,,1,,,,3,2,2,,1,,1,1,3,,,,,,,,,,,,,,
HREC,4,2,3,3,7,1,,4,,2,1,,,3,2,,,,2,,,2,1,,,,,,,,,,,,,
HREC,4,2,4,4,7,2,,5,,2,1,1,,1,2,2,,1,1,1,,2,2,1,1,,,,1,,,,,,,
HREC,4,2,5,5,7,2,,4,,1,2,,,2,,,2,,1,1,,3,1,,,1,3,2,1,,1,,,,,
HREC,4,2,6,6,7,2,,5,,2,,,,1,,,,1,1,1,,3,1,,1,1,2,,,1,,,,,,
HREC,4,2,7,7,7,1,,5,,1,1,1,,1,,,,,1,1,,,,,1,,2,2,1,,,,,,,
HREC,4,2,8,8,7,1,,5,1,,1,1,,1,,,,,,1,,,,,1,,2,2,1,,,,,,,
HREC,4,2,9,1,8,3,,3,,4,,,1,1,2,,,,1,,,,2,,,,,,,,,,,,,
HREC,4,2,10,2,8,2,,2,,3,,,1,,2,1,,,,,,4,,,,,,1,,,1,1,,,,
HREC,4,2,11,3,8,2,,3,,3,2,,1,,3,,,2,2,,,3,1,,2,,,,,,,,1,,,
HREC,4,2,12,4,8,2,,3,,3,2,1,2,,4,,,1,1,1,,2,1,1,,,,,,,,,,1,,
HREC,4,2,13,5,8,1,,4,1,2,1,,,,2,,1,,1,1,,4,1,,1,,1,,,,,1,1,,,
HREC,4,2,14,6,8,1,,4,2,2,1,,1,,,,,,2,2,,2,,,1,,1,,3,3,,,1,2,1,
HREC,4,2,15,7,8,,,4,,1,,,,,,,,,2,1,,,,,1,,,,3,2,1,,,,,
HREC,4,2,16,8,8,,,3,,1,1,,,,,,,1,2,2,,,,,,1,,,4,2,,,,,,1
